,deltaTEM1X,3pMFE,median3,median5,WT_rpkm,WT_TE,5pMFE,pALe,tAI,ORFLen
YOR023C,-0.2087868427590825,-3.12,53,77,2.618807410738861,-0.2750728499457214,-9.46,42.1,0.338877649,1701
YOR024W,,NaN,NaN,NaN,,,NaN,NaN,NaN,324
YOR025W,-0.113337538581096,-20.29,150,29,2.611940033072072,-0.2802316887565551,-0.94,35,0.326317464,1344
YOR026W,-0.334996774860154,-24.45,188,14,2.473684990037261,-0.27662562433168236,0.0,35.6,0.326887465,1026
YOR027W,0.11425924339054305,-4.66,109,44,3.230601308475367,0.6417055435694229,-1.27,28.2,0.443988918,1770
YOR028C,0.60580799879966,-70.1,325,262,1.928105916363415,0.048147993289049125,-57.55,33.3,0.335226498,888
YOR029W,,NaN,NaN,NaN,,,NaN,NaN,NaN,336
YOR030W,-0.0050118923136440174,-136.34,553,99,2.4291705922243922,-0.6187578658649955,-14.58,,0.323847856,1860
YOR031W,,-3.74,110,299,1.5536277359940722,-0.42960564242543653,-71.36,NaN,NaN,210
YOR032C,,-18.32,111,175,1.4669932336263498,-0.187047342260399,-29.41,NaN,NaN,1305
YOR032W-A,,-38.11,162,2293,,,-690.98,NaN,NaN,201
YOR033C,-0.39224103590805703,-7.61,58,128,2.6261747819628836,-0.5060638895526979,-24.18,42,0.34546981,2109
YOR034C,-1.1260027679799995,-20.94,105,213,2.4867811597685714,-0.3578349732199905,-37.79,39.7,0.325781998,2250
YOR034C-A,,-34.13,158,1101,,,-312.52,NaN,NaN,243
YOR035C,-0.07756842358797161,-40.44,194,20,2.4796772142076398,-0.09978399054778199,-1.13,33.6,0.353245322,2370
YOR036W,0.056928294717335015,-5.77,75,17,2.1574909534091358,0.09236875204352282,-2.37,35.5,0.329633076,867
YOR037W,-0.0085873144228001,-10.62,102,30,2.172096399334943,-0.1920969056373109,0.0,35.2,0.313481134,1101
YOR038C,0.058930635846422025,-10.56,96,51,2.634768039582002,-0.11728114261967695,-7.02,33.1,0.348927417,2628
YOR039W,-0.2512799009213213,-44.78,253,150,2.566870496706279,0.016718314121266887,-28.51,,0.335017647,777
YOR040W,-0.18554006639714,-35.61,145,24,1.863145038224134,-0.08765783184464786,-0.63,23.7,0.356401416,858
YOR041C,,-72.11,315,1220,,,-367.01,NaN,NaN,432
YOR042W,0.3702301189592929,-23.8,131,57,2.5983135651130795,0.28435156397240935,-7.27,30.6,0.379242656,1236
YOR043W,-0.09889907965903999,-34.74,136,392,2.8716929707088936,-0.3147187182791424,-89.75,36.1,0.352977007,1461
YOR044W,-0.1290741895284917,-40.76,197,249,2.243753704118646,-0.2810852777283724,-44.79,34.7,0.308567602,474
YOR045W,-0.5299289319733489,-45.47,213,31,2.20868484084587,0.40469231797227273,0.0,29.2,0.485334872,186
YOR046C,0.1489613225471568,-3.95,74,32,2.935177839259761,0.351774231848267,-1.75,28,0.429292459,1449
YOR047C,-0.20496400544633003,-13.37,167,144,2.5652832649842656,-0.2015806116460987,-20.23,35.5,0.343262424,1335
YOR048C,0.1928805608156202,-10.19,109,50,2.9230393561354653,-0.10258506637402817,-9.23,28.1,0.374075149,3021
YOR049C,,-28.29,201,193,,,-46.6,NaN,NaN,1065
YOR050C,,-66.46,266,692,,,-178.35,NaN,NaN,348
YOR051C,-0.162009089425213,-24.94,158,42,3.0062231049845267,0.06423043030495222,-3.21,31.3,0.409273644,1239
YOR052C,0.385578666920805,-59.78,267,125,2.6173993743640667,0.33879938170542895,-22.23,42.7,0.374536881,453
YOR053W,,NaN,NaN,NaN,,,NaN,NaN,NaN,342
YOR054C,0.10231644276227103,-7.86,76,151,2.526523500127024,-0.1922116718905765,-33.96,36.9,0.3490697,2025
YOR055W,,NaN,NaN,NaN,,,NaN,NaN,NaN,435
YOR056C,0.1853325912516091,-7.33,59,77,2.772500714118249,0.07723467314986233,-10.66,39.6,0.373983451,1380
YOR057W,0.205062166487265,-10.75,74,57,2.40229620474404,0.010468761495884948,-6.53,32.2,0.37155669,1188
YOR058C,-0.0848364239613983,-32.91,290,144,2.6174359671967315,-0.18660131729079008,-26.32,31.1,0.350191965,2658
YOR059C,-0.2275419718676919,-8.08,65,45,2.5797119052172146,-0.4734625463107772,-3.68,,0.331714706,1353
YOR060C,0.6066649269270711,-225.68,861,27,1.9857012743480278,-0.48709780996539953,-0.13,46.6,0.28380606,774
YOR061W,-0.3790447202833324,-33.39,211,128,2.7695609761375155,0.060080011406932615,-21.58,39.1,0.398029644,1020
YOR062C,0.01421406536747899,-7.49,73,195,2.068788170378932,-0.5750491278025966,-44.31,44.6,0.323267265,807
YOR063W,-0.290636808713634,-24.37,118,30,4.3938856139521985,0.3045548038556838,-1.16,28.6,0.608578859,1164
YOR064C,0.6177951659878029,-13.33,87,46,2.0715722181493468,-0.6258969703953086,-6.08,,0.320497745,660
YOR065W,-0.11593068196256301,-57.52,302,289,3.0106504736637207,0.16863853506389315,-42.44,,0.43818096,930
YOR066W,0.042511758606897994,-40.36,213,16,2.651745858108418,-0.09495454615723123,-3.63,27.9,0.335450832,1890
YOR067C,-0.5157830072690615,-11.45,82,41,2.5775083636005247,-0.07448260305652527,-8.01,28,0.339488965,1734
YOR068C,,NaN,NaN,NaN,,,NaN,NaN,NaN,345
YOR069W,0.32890183634119396,-22.07,125,77,2.592184492726435,0.2043233603830381,-8.26,36.8,0.362603629,2028
YOR070C,-0.09963947249916799,-5.52,77,151,2.5084866979158345,-0.0985956832310092,-32.73,33.9,0.307443836,1914
YOR071C,-0.08488579411075897,-54.29,246,108,2.0753358974179066,-0.4047935546022247,-11.65,,0.41416289,1797
YOR072W,,NaN,NaN,NaN,,,NaN,NaN,NaN,315
YOR072W-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,249
YOR072W-B,,NaN,NaN,NaN,,,NaN,NaN,NaN,162
YOR073W,-0.4738227633786422,-19.17,116,50,2.2952293954391663,-0.15747058293405114,-7.69,,0.341767875,1773
YOR073W-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,234
YOR074C,0.186119715772302,-14.19,112,48,2.275017823367074,0.26995189261594954,-3.93,30.9,0.402178746,915
YOR075W,-0.154113634184933,-5.7,56,23,2.247826826353141,0.08630099130764879,-2.35,29.1,0.376690261,1041
YOR076C,0.0892682853948998,-10.56,79,26,2.399129341037831,-0.06842317327296155,-2.0,34,0.344283517,2244
YOR077W,0.450704082584711,-30.08,157,38,1.8626596853522994,0.060357051516322396,-7.4,43.1,0.329184826,699
YOR078W,-0.01917893307988969,-0.44,58,38,2.6427622198493443,0.013894571321900655,-3.6,,0.361364033,645
YOR079C,0.08768448627531301,-10.26,76,35,2.256328933720567,-0.3864903458950923,-7.61,35.3,0.319816469,942
YOR080W,-0.287232661565506,-30.12,166,1,2.4422580414313924,-0.5822737015792341,0.0,33.7,0.32817426,2199
YOR081C,0.778443969017044,-8.02,91,48,2.5359872809337305,-0.24471415148909823,-6.9,33.3,0.34776115,2250
YOR082C,,NaN,NaN,NaN,,,NaN,NaN,NaN,342
YOR083W,-0.07070112690108105,-336.17,841,81,2.300819559108584,-0.07116731715348416,-4.57,NaN,NaN,888
YOR084W,,-4.68,50,457,2.5361891347434176,-1.889485246914216,-177.59,NaN,NaN,1164
YOR085W,-0.3447097055399534,-13.54,110,60,2.721893065535265,0.16880380506244022,-5.79,30.7,0.386090217,1053
YOR086C,-0.07863022311044701,-22.63,117,193,3.070560849220039,-0.010825531650659104,-47.76,32.6,0.426797739,3561
YOR087W,-0.3913372431415659,-11.98,117,72,2.5769174809955544,-0.11724316506680356,-7.88,27,0.359764812,2028
YOR089C,0.0802639065980426,-33.73,194,62,2.570754191259559,0.044270528074855264,-2.88,30.1,0.385528407,633
YOR090C,-0.28702910791972447,-17.5,83,114,2.490089072671268,0.04903353459569185,-19.55,34.4,0.366145123,1719
YOR091W,0.264837224100016,-8.17,69,67,2.7795902445200493,-0.0009239736999595891,-7.69,36.4,0.425877836,1038
YOR092W,-0.24463796954386802,-31.48,202,89,2.4347175487896857,-0.15661074108398013,-6.17,34.8,0.376860499,1842
YOR093C,0.3464969288798177,NaN,NaN,NaN,2.7330496614076316,-0.41705636669707097,NaN,,0.340809444,4947
YOR094W,-0.1518835963142872,-29.13,172,96,2.0109484989373945,0.27689218658138975,-12.9,32.7,0.360348787,552
YOR095C,-0.3186200283976171,-27.62,166,75,2.7834276299823846,0.12137158426292394,-6.21,34.9,0.436436419,777
YOR096W,-0.432513180370829,-11.64,90,42,3.6912021618468778,0.5761143384890978,-0.63,19.5,0.627613211,573
YOR097C,-0.069621165102069,-24.21,103,58,1.86931796073361,-0.09442335213117034,-11.44,32,0.298965612,528
YOR098C,-0.11885391793202499,-18.11,83,69,3.01050455608576,-0.07535665086646744,-12.04,32.5,0.359110393,3231
YOR099W,-0.270910519028529,-9.56,95,81,2.932796199586255,0.10596127185584037,-10.03,26,0.401163049,1182
YOR100C,,-61.28,265,37,,,-1.49,NaN,NaN,984
YOR101W,-0.36637407081125795,-36.63,217,74,2.5287314088134862,0.06237825529910562,-13.53,36,0.359363756,930
YOR102W,,NaN,NaN,NaN,,,NaN,NaN,NaN,351
YOR103C,-0.36699646771980093,-24.09,91,56,2.3135745810729498,0.3756475768974144,-2.66,34.3,0.366274979,393
YOR104W,0.541154375169324,-107.73,432,26,2.0885373065438406,-0.26036906742450316,0.0,,0.324172806,849
YOR105W,,-103.03,401,569,,,-167.62,NaN,NaN,327
YOR106W,-0.1105768937201069,-17.0,109,72,2.2048615717947326,0.052972697458778736,-5.89,31.1,0.345143715,852
YOR107W,,-58.43,334,282,,,-54.05,NaN,NaN,930
YOR108C-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,210
YOR108W,0.0098062973322618,-18.28,106,78,3.407175151009686,0.16419683165230356,-18.12,34.7,0.429224043,1815
YOR109W,0.13896351227233308,-50.0,189,138,2.9540424543372175,0.014070418521088932,-26.08,32.5,0.354478728,3324
YOR110W,0.2008131547485661,-13.55,63,83,2.28125061653429,-0.00068227376135577,-3.29,33.9,0.349224847,1308
YOR111W,-0.21082858008786204,-78.71,315,32,1.8360951942017172,0.29172331773630866,-1.62,32.6,0.36170602,699
YOR112W,0.8684654813406808,-10.73,63,70,2.573335768778144,0.020656685008797252,-10.74,36.7,0.335689431,2286
YOR113W,-0.19945525095784258,-33.7,223,79,2.431428852403701,0.11030105784031227,-5.46,36.2,0.324392904,2745
YOR114W,0.328927658241776,-42.82,206,178,1.8501418839050423,-0.009399833445761514,-30.59,38.2,0.331337642,885
YOR115C,-0.0918877113139574,-19.38,93,51,2.370372676693114,0.03910253693589095,-2.65,36.4,0.348355736,807
YOR116C,0.3518801721576687,-6.47,102,214,3.1243670605229408,-0.12443964179903319,-47.33,29.2,0.39284955,4383
YOR117W,0.267601434492321,-17.5,141,75,3.0549772874432626,0.27984418541818,-12.18,32.1,0.418821659,1305
YOR118W,-0.3760773784685511,-27.74,128,197,2.423894985096023,-0.1739989052043349,-37.23,31.6,0.36757077,1704
YOR119C,0.3660339952123414,-42.99,217,132,2.4769107490692512,0.03139342513101688,-15.5,29.3,0.401256169,1455
YOR120W,1.9754635203074522,-22.38,134,45,1.9645284070740558,-0.5535600288586205,-2.73,NaN,NaN,939
YOR121C,,NaN,NaN,NaN,,,NaN,NaN,NaN,306
YOR122C,-0.3836936615748788,-40.08,218,28,3.0431383555774496,0.4062530719373943,0.0,30.1,0.521407997,381
YOR123C,0.1293995379990249,-12.55,60,86,2.769102629476938,0.08122452638251085,-13.02,36.4,0.393196369,1395
YOR124C,0.12366747973486203,-11.35,79,107,2.865702489228443,0.06063653893602763,-17.96,25.8,0.361529966,3819
YOR125C,-0.3488408109503127,-26.18,144,49,2.170245505216659,0.2138036599276372,-2.37,29.9,0.388886569,702
YOR126C,0.015872132056413198,-11.32,99,31,2.2010997926668274,0.10400949082328877,-2.43,34.7,0.362640759,717
YOR127W,-0.16689928454458897,-39.36,175,278,2.949179488572925,-0.17980840674955975,-67.34,,0.311570445,3024
YOR128C,0.60091403952182,-7.86,64,39,3.0605728353833075,-0.16294914045499576,0.0,35.1,0.391719041,1716
YOR129C,0.434372435217634,-36.88,222,78,2.4394256347567618,-0.5420727778650986,-14.52,,0.329723085,2682
YOR130C,-0.3703017961526102,-11.98,81,58,2.6189011958422577,-0.08406992715044787,-7.15,35.7,0.2974201,879
YOR131C,0.18537590880527,-9.2,73,85,2.2969865254595376,0.15737797257712763,-14.88,30.9,0.343858947,657
YOR132W,-0.067886466808492,-10.05,55,80,2.6507460248015233,-0.019629277988482564,-6.45,33.8,0.340386652,1656
YOR133W,0.188575219528376,-35.09,180,53,2.4694632803839096,0.37663425875432605,-0.6,NaN,NaN,2529
YOR134W,,NaN,NaN,NaN,,,NaN,NaN,NaN,1230
YOR135C,,NaN,NaN,NaN,,,NaN,NaN,NaN,342
YOR136W,-0.140057194125161,-33.35,209,95,2.7082558011782876,0.33724230502714103,-9.8,26.9,0.413524891,1110
YOR137C,0.444323765990032,-16.54,128,361,2.36261262471435,-0.9125604791174506,-38.57,NaN,NaN,1869
YOR138C,0.268845607169925,-3.07,66,60,2.6476628195419614,-0.08995649858768291,-8.65,33.9,0.332372673,2016
YOR139C,,NaN,NaN,NaN,,,NaN,NaN,NaN,393
YOR140W,-0.26097393144735304,-59.36,441,318,2.568219704296816,0.08118757478016067,-58.15,NaN,NaN,2301
YOR141C,0.2231487020264754,-70.56,284,21,2.7420298572886437,0.04842576737829152,-2.19,32.3,0.365240738,2646
YOR142W,-0.13076997309316102,-44.37,211,193,2.667630048476393,0.386677998782933,-35.59,,0.425783278,990
YOR142W-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,1323
YOR142W-B,,NaN,NaN,NaN,,,NaN,NaN,NaN,5268
YOR143C,-0.379047466769607,-20.03,101,83,2.2954416368302346,0.08478523239457973,-16.55,32.9,0.35803157,960
YOR144C,-0.125234220784087,-32.14,139,37,2.395064529056522,-0.1756871099099535,-6.6,29.2,0.341394008,2376
YOR145C,-0.20324894304309,-13.09,89,26,2.935073002909766,0.19798714569033984,-2.08,37.1,0.394326151,825
YOR146W,,-34.24,160,129,,,-31.19,NaN,NaN,306
YOR147W,0.669791712815277,-19.08,166,37,2.4826972849716733,-0.4788259096436528,-3.07,33.8,0.337257943,1869
YOR148C,-0.4787867842564151,-11.22,84,22,2.07450899347128,-0.23028469564807633,-1.44,35.5,0.335728598,558
YOR149C,-0.136969426315785,-71.78,321,44,2.235465842450126,-0.4784494468622375,-8.18,31.2,0.327487858,1551
YOR150W,-0.36217919840552404,-12.83,108,32,2.1734067604328717,0.22360369320001475,-0.62,31.2,0.378095111,492
YOR151C,0.565821795448862,-4.61,65,274,3.3826430309805247,-0.15957325418565702,-51.33,27.5,0.410451721,3675
YOR152C,0.679436525599207,-34.56,166,189,1.7685897636632877,-0.482386644176953,-34.09,NaN,NaN,771
YOR153W,0.633644442225995,NaN,NaN,NaN,3.923407845441443,-0.11618796686668534,NaN,,0.412113788,4536
YOR154W,0.079654326248225,-26.0,151,18,2.499807120627983,-0.3696485342105693,0.0,32.5,0.351973538,1764
YOR155C,0.2019011306564601,-20.95,109,21,2.502595532737075,-0.06419185646205226,-2.49,34.9,0.355181684,1353
YOR156C,-0.026246974525443,-47.19,253,156,2.2956355668480004,-6.105722849233376e-05,-20.75,,0.322462734,2181
YOR157C,-0.1519107010824932,-6.24,79,65,3.120356306318878,0.2519626566753436,-6.68,29,0.39004973,786
YOR158W,-0.39845429531236,-6.55,77,27,2.3432588729430903,0.18246364993076236,-1.06,32.5,0.376071396,957
YOR159C,-0.3071565729919594,-52.64,233,64,1.90140437507807,0.20430699376549408,-3.66,31,0.377241948,285
YOR160W,-0.04143864620419302,-6.03,84,68,2.807752336488762,-0.1608756997970899,-10.02,31.7,0.35787587,2919
YOR161C,-0.5705531224250571,-7.08,119,127,1.6878400641967979,-0.16978625047523213,-22.88,NaN,NaN,1620
YOR161C-C,,NaN,NaN,NaN,,,NaN,NaN,NaN,147
YOR161W-A,,-339.82,1170,424,,,-118.36,NaN,NaN,81
YOR161W-B,,-172.77,589,825,,,-228.41,NaN,NaN,261
YOR162C,-0.1571548055417517,-28.21,151,184,2.368518279663078,-0.14624670798255252,-31.04,,0.348847855,2433
YOR163W,-0.07961339415552099,-9.82,73,46,2.0870322770965744,0.32229280373744806,-6.63,30.4,0.386592846,567
YOR164C,-0.015585830437765402,-64.22,206,28,2.5731562544028033,0.3019768856639779,0.0,27.2,0.399401087,939
YOR165W,-0.064189002164595,-29.9,167,38,2.8774783415939345,0.22103724035943262,-3.35,27.1,0.390470143,2331
YOR166C,0.460414742638654,-37.09,213,38,2.3867656158657824,-0.2632573974132294,-6.75,42.4,0.375232677,1377
YOR167C,-0.315837924887281,-20.65,131,23,3.0783945108673105,0.40981175378590196,-1.46,26.9,0.584930609,204
YOR168W,0.056472356086942996,-17.71,101,28,3.2959524757480967,0.3383630899968162,-0.83,29.9,0.442824828,2430
YOR169C,,NaN,NaN,NaN,,,NaN,,0.32344178,465
YOR170W,,NaN,NaN,NaN,,,NaN,NaN,NaN,306
YOR171C,0.233448007988719,-30.13,190,71,2.6359572985210535,0.10637916038100241,-8.96,31.2,0.36773024,1875
YOR172W,-0.411236778821107,-41.58,172,44,2.61024727588545,-0.6243338129221642,-5.29,,0.335637517,2361
YOR173W,4.2578271269280314,-27.17,117,48,1.6146150996460116,-1.5985209719498692,-5.0,NaN,NaN,1062
YOR174W,0.6054465875514945,-21.76,125,102,2.1795272647341277,0.07338485688043844,-17.68,34.4,0.367952946,855
YOR175C,-0.27368482780788506,-34.8,162,78,2.6394344093368223,-0.12633667742976634,-17.13,30.7,0.390549828,1860
YOR176W,0.6649680674927789,-26.37,123,67,2.3832618719196526,0.36749253034977947,-8.85,,0.396719248,1182
YOR177C,,NaN,NaN,NaN,,,NaN,NaN,NaN,1395
YOR178C,,NaN,NaN,NaN,,,NaN,NaN,NaN,2382
YOR179C,0.05236290622733797,-66.04,264,29,1.8806847711409758,0.11546151000852875,-1.88,,0.314236646,567
YOR180C,,-45.46,258,498,1.6554443661391374,-1.1816616668736875,-111.29,,0.332935746,816
YOR181W,0.6313666402154421,-10.48,94,70,2.5563609678339243,6.957180939201932e-06,-17.56,NaN,NaN,1902
YOR182C,-0.266857697554018,-10.14,97,36,2.7486970811533187,0.35207886491423146,0.0,,0.621432527,192
YOR183W,,NaN,NaN,NaN,,,NaN,NaN,NaN,390
YOR184W,0.15189851401295695,-13.86,102,84,3.058711414306145,0.23021410149212526,-13.45,,0.441556166,1188
YOR185C,0.18220307717126993,-3.12,66,58,1.415473951901725,0.21189313150611644,-5.77,34.4,0.43216345,663
YOR186C-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,210
YOR186W,,-18.72,109,83,,,-7.74,NaN,NaN,435
YOR187W,-0.12050870897376989,-19.8,131,79,2.9105305301423647,0.19907950677410607,-11.93,28,0.453763993,1314
YOR188W,0.35821212746680003,-22.06,130,70,2.921390710752568,-0.2564928551546003,-11.68,,0.331414926,3414
YOR189W,0.11959865178481399,-45.42,223,27,1.8510488177765756,0.37029273480806524,-3.71,35.2,0.335044637,351
YOR190W,,-38.84,206,265,,,-54.26,NaN,NaN,1338
YOR191W,0.18486923970632668,NaN,NaN,NaN,2.906675297909781,-0.3835083808025998,NaN,34.7,0.356992562,4860
YOR192C,,-177.56,728,560,1.8218186685559115,NaN,-151.88,NaN,NaN,1800
YOR192C-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,1317
YOR192C-B,,NaN,NaN,NaN,,,NaN,NaN,NaN,5313
YOR192C-C,,NaN,NaN,NaN,,,NaN,,0.342453325,237
YOR193W,-0.659943671084479,-10.82,114,61,2.153232658087636,-0.5346573379804814,-12.75,30.9,0.313764557,1131
YOR194C,0.05734427214414446,-6.62,89,56,2.526306397391936,0.11186653251620014,-5.33,30,0.367239324,861
YOR195W,0.10249972107066402,-34.64,218,70,2.5713128240045204,0.22686529990761203,-11.24,23.6,0.396887835,2466
YOR196C,-0.125840663815774,-31.51,161,24,2.558029035411012,0.06150074021958236,0.0,38.3,0.36721221,1245
YOR197W,-0.009541830263392004,-18.9,110,16,2.928445048488934,0.14595054534332486,0.0,33,0.383572528,1299
YOR198C,-0.33247636030686095,-38.89,224,123,3.236198581090621,0.5175914411062966,-12.14,,0.536484008,1413
YOR199W,,0.0,2,14,,,0.0,NaN,NaN,330
YOR200W,,NaN,NaN,NaN,,,NaN,NaN,NaN,399
YOR201C,0.2560744997262472,-14.13,74,41,2.592937634366961,-0.5166784141094295,-3.43,38.1,0.336024078,1239
YOR202W,,-29.76,118,10,,,0.0,NaN,NaN,663
YOR203W,,NaN,NaN,NaN,,,NaN,NaN,NaN,354
YOR204W,0.429489300471702,-111.29,601,19,3.527632957406602,0.5127533087802659,-0.58,29.6,0.478336105,1815
YOR205C,0.137318874559746,-21.97,121,15,2.49311677269375,-0.5652216788697626,0.0,37.4,0.318057743,1671
YOR206W,-0.164428830925304,-13.16,87,29,3.1413355091466073,0.09412284636000126,0.0,36.5,0.427670889,2133
YOR207C,0.5131857079240709,-17.62,129,39,3.13221148910093,-0.11649523506176437,-7.43,33.5,0.414605982,3450
YOR208W,0.016300850545428958,-10.62,116,185,2.4066342311685243,-0.5327715416143392,-38.61,28.4,0.348787863,2253
YOR209C,0.1377738441777227,-28.6,131,139,2.9994590592081893,0.08360100779778531,-31.59,,0.405199207,1290
YOR210W,0.02459693046813699,-62.4,291,46,2.1129537476543554,0.5387910131704778,-2.19,36.2,0.477279312,213
YOR211C,0.1299091889142102,-17.34,105,203,2.7424862391268845,-0.0359288348881314,-39.93,32.9,0.372354031,2646
YOR212W,-0.03875233232839101,-20.91,122,223,2.9579372462969182,-0.07666573215675254,-45.35,31.7,0.333137999,1272
YOR213C,0.5790231308535161,-85.09,344,97,2.160256871986632,-0.18083834623320846,-11.52,36.3,0.315957524,747
YOR214C,,NaN,NaN,NaN,,,NaN,NaN,NaN,711
YOR215C,-0.131597266548893,-13.13,149,30,2.1198659515072076,0.35217898679070114,-5.16,29.4,0.44540107,558
YOR216C,0.323133511159481,-19.77,103,59,2.5126890500111276,0.005710711184680618,-6.54,,0.405443298,1455
YOR217W,0.11292404344921089,-47.17,228,87,2.8089046830950926,0.030292418478103777,-17.27,38.1,0.375493082,2586
YOR218C,,NaN,NaN,NaN,,,NaN,NaN,NaN,420
YOR219C,0.34120801794317,-81.3,343,64,2.6865500887986262,-0.31850507562593694,-11.08,29.6,0.353465464,2796
YOR220W,0.8170335528302041,-30.76,165,24,2.4402704907723196,0.28327355681408134,-0.09,30.9,0.326897454,798
YOR221C,0.1582280887832897,-32.31,185,83,2.4952606288149286,0.03683634560992442,-11.87,38.9,0.353336682,1083
YOR222W,0.273177572422994,-3.73,60,85,2.735947889516107,-0.0024148556306612333,-14.3,40.7,0.382929756,924
YOR223W,0.1649446329315811,-28.64,148,42,2.1702308673605306,0.006121860498336892,-1.25,49.6,0.332482313,879
YOR224C,-0.13488049699384402,-18.96,129,29,2.8342158028711384,0.1475340234473821,-2.71,,0.42090185,441
YOR225W,,NaN,NaN,NaN,,,NaN,NaN,NaN,330
YOR226C,-0.09365359947580829,-25.28,157,55,2.9479580479043372,0.29648968018916694,-4.91,36.2,0.351694409,471
YOR227W,-0.2284043527046094,-25.55,161,210,2.764732582135088,-0.9999976107800885,-31.6,39.4,0.342159441,3741
YOR228C,-0.408769780093812,-23.78,133,220,1.9106157522009006,-0.2369634822690647,-56.31,NaN,NaN,909
YOR229W,0.2580907238617307,-34.85,205,72,2.781867917052155,-0.032220683786542824,-6.55,,0.380392814,1404
YOR230W,0.4534944783281061,-40.94,163,63,3.1733578444009853,0.30967743648358137,-4.03,,0.433207906,1314
YOR231C-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,201
YOR231W,-0.731446714792731,-36.16,218,149,2.5655406483927514,-0.23950366122855907,-34.0,32.1,0.298407022,1527
YOR232W,-0.089857005070267,-17.27,150,99,2.7471274170081315,0.448104873630195,-20.6,28.5,0.470941367,687
YOR233W,0.075022179464977,-5.28,67,155,2.7059302711530635,-0.3036128200549063,-28.0,,0.333465059,2403
YOR234C,-0.32637919167157,-9.82,98,31,3.251077920575978,0.42887474286059757,0.0,24,0.600428758,324
YOR235W,,NaN,NaN,NaN,,,NaN,,0.280424573,315
YOR236W,-0.148393727873597,-4.89,63,14,2.338132523833724,-0.023868757671266207,0.0,37,0.337835116,636
YOR237W,,NaN,NaN,NaN,,,NaN,NaN,NaN,1305
YOR238W,-0.08563030680455402,-9.08,80,18,1.9983052573700217,-0.09884932219974485,0.0,32.8,0.373893084,912
YOR239W,-0.03970282641017168,-31.87,220,39,3.0540253090918514,0.15075364522262535,-4.05,30.9,0.448619257,1887
YOR241W,-0.1251302115638885,-25.62,144,471,2.7765653705378845,0.15493225335808158,-106.03,34.2,0.355224255,1647
YOR242C,,NaN,NaN,NaN,1.6664202318981762,-1.826345435731141,NaN,NaN,NaN,1116
YOR243C,-0.2519491455691811,-48.35,246,23,2.920823255567011,0.09341136095545005,-4.48,33.9,0.421981317,2031
YOR244W,0.0422533520019934,-7.77,105,53,2.4056872221199033,-0.13644982600051958,-6.7,34.2,0.328940172,1338
YOR245C,0.214559604008597,-20.26,115,218,2.349722515138172,-0.1679399324392744,-35.16,,0.338486593,1257
YOR246C,-0.546875477307951,-14.29,83,68,2.794400861085448,-0.3814503426916372,-13.63,34.1,0.340987083,993
YOR247W,-0.577292464982525,-25.73,208,233,3.455375770956126,-0.15880169110116832,-21.08,,0.384970369,633
YOR248W,,-23.77,184,562,,,-91.35,NaN,NaN,303
YOR249C,-0.1426315169662279,-6.69,75,16,2.2339551947398566,-0.33849442083871806,0.0,31.2,0.320504352,2058
YOR250C,-0.0934309035204226,-1.91,56,35,2.408617960948264,-0.01940679527372261,0.0,35.5,0.321197074,1338
YOR251C,0.08091149183265398,-11.39,91,33,2.4151879142653425,0.24506072215700553,-0.25,,0.371685685,915
YOR252W,0.034749180389420806,-13.51,93,24,2.2405064758018347,0.35382062816303805,-0.25,30,0.405697848,537
YOR253W,0.31561874321402195,-22.14,116,29,2.4374223613986845,0.23078579699992965,-0.23,41.1,0.401069547,531
YOR254C,0.0040376458774319945,-12.01,93,32,3.2151446750908512,-0.042879063137944276,-2.42,26,0.384834641,1992
YOR255W,,-17.74,176,280,,,-67.94,NaN,NaN,837
YOR256C,,-11.9,78,149,2.411195690930983,-2.2486572470562907,-25.45,,0.345672699,2430
YOR257W,-0.1174154097790413,-4.01,55,34,2.067157320101135,0.14988914085785338,-0.22,32.1,0.355464684,486
YOR258W,-0.409926732982749,-7.56,93,17,1.5233831480189053,0.15653575509621895,0.0,31.2,0.307124837,654
YOR259C,0.11911725490766649,-15.94,98,25,3.169092016141962,0.1731447286190644,0.0,31.3,0.42559308,1314
YOR260W,0.1489764328391604,-22.54,121,44,3.068009928568981,-0.021139865503515896,-3.47,30.4,0.368722484,1737
YOR261C,-0.127581339199158,-13.16,83,98,3.0453278864205946,0.2806226257753433,-13.73,26.8,0.404144089,1017
YOR262W,-0.10799870673471199,-15.58,101,41,2.4451031900014244,-0.15811714598172472,-8.94,34.6,0.3733689,1044
YOR263C,,NaN,NaN,NaN,,,NaN,NaN,NaN,408
YOR264W,0.359518057115753,-26.64,114,53,1.9832681102786427,0.05469541776084849,-5.58,26.2,0.353613644,1293
YOR265W,-0.16407465884227176,-22.07,120,34,2.1374675371755654,0.5351944398444808,-1.03,32.6,0.406533133,321
YOR266W,-0.045947847408117,-6.65,75,42,1.6865187945601896,-0.0053804367120130975,-1.94,31.7,0.299284794,1272
YOR267C,,-19.18,181,177,,,-29.61,,0.390195933,2280
YOR268C,,NaN,NaN,NaN,,,NaN,NaN,NaN,399
